tag_id_long,river,year,date,stock,pfma,latregion,fork_length_mm,annotated_species,confirmed_species
989.001006678481,five fingers,2020,2020-09-10,Big_Qualicum_R,17,Central SoG,290.0,co,coho
989.001006678522,five fingers,2020,2020-09-10,Chehalis_R,17,Central SoG,240.0,co,coho
989.001006678473,five fingers,2020,2020-09-10,Quinsam_R,17,Central SoG,265.0,co,coho
989.001006678507,five fingers,2020,2020-09-10,Tenderfoot_Cr,17,Central SoG,290.0,co,coho
989.001006678494,five fingers,2020,2020-09-10,Upper_Birkenhead_R,17,Central SoG,257.0,co,coho
989.001006674143,five fingers,2020,2020-09-10,Tenderfoot_Cr,17,Central SoG,203.0,co,coho
989.001006678487,horsewell channel,2020,2020-09-10,Goldstream_R,17,Central SoG,253.0,co,coho
989.001006678534,horsewell channel,2020,2020-09-10,Capilano_R,17,Central SoG,250.0,co,coho
989.001034170029,departure bay,2020,2020-09-16,Chilko_R,17,Central SoG,258.0,co,coho
989.001034170047,departure bay,2020,2020-09-16,Capilano_R,17,Central SoG,250.0,co,coho
989.001034169989,departure bay,2020,2020-09-16,Goldstream_R,17,Central SoG,261.0,co,coho
989.001034170031,departure bay,2020,2020-09-16,Shovelnose_Cr,17,Central SoG,209.0,co,coho
989.001034170051,departure bay,2020,2020-09-16,Goldstream_R,17,Central SoG,251.0,co,coho
989.001034170072,departure bay,2020,2020-09-16,Albreda_R,17,Central SoG,265.0,co,coho
989.001006675343,five fingers,2020,2020-09-17,Coldwater_R,17,Central SoG,255.0,co,coho
989.001006675301,five fingers,2020,2020-09-17,Big_Qualicum_R,17,Central SoG,340.0,co,coho
989.001034166479,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,196.0,ck,chinook
989.001034166466,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,196.0,ck,chinook
989.001034166552,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,197.0,ck,chinook
989.001034166546,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,195.0,ck,chinook
989.001034166495,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,192.0,ck,chinook
989.001034166498,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,188.0,ck,chinook
989.001034166526,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,200.0,ck,chinook
989.001034166477,southern gulf,2021,2021-11-18,COWICHAN_RIVER,17,Southern Gulf Islands,191.0,ck,chinook
989.001034166497,southern gulf,2021,2021-11-18,PUNTLEDGE_RIVER_fall,17,Southern Gulf Islands,255.0,ck,chinook
989.001034170387,maple bay,2020,2020-08-12,Silverdale_Cr,18,Southern Gulf Islands,285.0,co,coho
989.001034167167,northern_gulf,2021,2021-02-17,NANAIMO_RIVER_fall,17,Central SoG,540.0,ck,chinook
989.001034169125,discovery_islands,2021,2021-02-22,COLDWATER_RIVER,13,Northern SoG,365.0,ck,chinook
989.001034169167,discovery_islands,2021,2021-02-22,PUNTLEDGE_RIVER_fall,13,Northern SoG,280.0,ck,chinook
989.001034169163,discovery_islands,2021,2021-03-02,SQUAMISH_RIVER,13,Discovery Islands,260.0,ck,chinook
989.001034169089,discovery_islands,2021,2021-03-06,SOOS_CREEK,13,Discovery Islands,525.0,ck,chinook
989.001034169132,discovery_islands,2021,2021-03-02,PUNTLEDGE_RIVER_fall,13,Discovery Islands,285.0,ck,chinook
989.001034169112,discovery_islands,2021,2021-03-02,PUNTLEDGE_RIVER_fall,13,Discovery Islands,291.0,ck,chinook
989.001034169137,discovery_islands,2021,2021-03-02,QUALICUM_RIVER,13,Discovery Islands,259.0,ck,chinook
989.001038723351,discovery_islands,2021,2021-10-07,QUALICUM_RIVER,13,Discovery Islands,210.0,ck,chinook
989.001038723288,discovery_islands,2021,2021-10-07,QUINSAM_RIVER,13,Discovery Islands,213.0,ck,chinook
989.001038723289,discovery_islands,2021,2021-10-07,QUALICUM_RIVER,13,Discovery Islands,195.0,ck,chinook
989.001038723287,discovery_islands,2021,2021-10-07,QUALICUM_RIVER,13,Discovery Islands,195.0,ck,chinook
989.001038723358,discovery_islands,2021,2021-10-07,LITTLE_QUALICUM_RIVER,13,Discovery Islands,201.0,ck,chinook
989.001038723378,discovery_islands,2021,2021-10-07,QUALICUM_RIVER,13,Discovery Islands,202.0,ck,none
989.001038723334,discovery_islands,2021,2021-10-07,QUALICUM_RIVER,13,Discovery Islands,205.0,ck,chinook
989.001038723311,discovery_islands,2021,2021-10-07,QUINSAM_RIVER,13,Discovery Islands,205.0,ck,chinook
989.001038723328,discovery_islands,2021,2021-10-07,QUINSAM_RIVER,13,Discovery Islands,190.0,ck,chinook
989.001038723304,discovery_islands,2021,2021-10-13,QUINSAM_RIVER,13,Discovery Islands,200.0,ck,chinook
989.001038723313,discovery_islands,2021,2021-10-13,QUINSAM_RIVER,13,Discovery Islands,195.0,ck,chinook
989.001038723298,discovery_islands,2021,2021-10-13,PUNTLEDGE_RIVER_fall,13,Discovery Islands,210.0,ck,chinook
989.001038723377,discovery_islands,2021,2021-10-13,PUNTLEDGE_RIVER_fall,13,Discovery Islands,170.0,ck,chinook
989.001038723283,discovery_islands,2021,2021-10-13,QUINSAM_RIVER,13,Discovery Islands,190.0,ck,chinook
